edificio,nome,via,cluster,anello,lat,lon,MWh_SH,MWh_ACS,consumo_annuo_MWh,tipo_utenza,area_m2
PRIV_2233,Edificio 2232,,Zona 4 - Centro,6,46.163603,12.69675,17.493,3.086,20.578999999999997,Privato (potenziale),
PRIV_2234,Via Bruna 47,Via Bruna,Zona 4 - Centro,6,46.163866,12.696563,46.291,8.169,54.459999999999994,Privato (potenziale),
PRIV_2235,Via Bruna 49,Via Bruna,Zona 4 - Centro,6,46.163589,12.696582,23.919,4.221,28.14,Privato (potenziale),
PRIV_2236,Via Bruna 51,Via Bruna,Zona 4 - Centro,6,46.163292,12.696688,46.291,8.169,54.459999999999994,Privato (potenziale),
PRIV_2237,Edificio 2236,,Zona 5 - Ovest,6,46.16304,12.69618,35.938,6.342,42.28,Privato (potenziale),
PRIV_2238,Via Bruna 52,Via Bruna,Zona 5 - Ovest,6,46.162793,12.69631,34.748,6.132,40.879999999999995,Privato (potenziale),
PRIV_2239,Via Bruna 54,Via Bruna,Zona 5 - Ovest,6,46.162535,12.696331,40.46,7.14,47.6,Privato (potenziale),
PRIV_2240,Via Montenegro 2,Via Montenegro,Zona 5 - Ovest,6,46.163483,12.696093,53.55,9.45,63.0,Privato (potenziale),
PRIV_2241,Via Bruna 40,Via Bruna,Zona 5 - Ovest,6,46.163846,12.696134,20.587,3.633,24.22,Privato (potenziale),
PRIV_2242,Via Bruna 50,Via Bruna,Zona 5 - Ovest,6,46.162757,12.696032,31.297,5.523,36.82,Privato (potenziale),
PRIV_2243,Via Montenegro 3,Via Montenegro,Zona 5 - Ovest,6,46.163011,12.695828,42.126,7.434,49.559999999999995,Privato (potenziale),
PRIV_2244,Edificio 2243,,Zona 5 - Ovest,6,46.162947,12.695723,6.426,1.136,7.562,Privato (potenziale),
PRIV_2245,Via Bruna 36,Via Bruna,Zona 5 - Ovest,6,46.164233,12.695889,24.157,4.263,28.42,Privato (potenziale),
PRIV_2246,Via Divisione Julia 6,Via Divisione Julia,Zona 5 - Ovest,6,46.163988,12.695478,55.93,9.87,65.8,Privato (potenziale),
PRIV_2247,Via Bruna 32,Via Bruna,Zona 5 - Ovest,6,46.164409,12.695636,41.293,7.287,48.58,Privato (potenziale),
PRIV_2248,Via Bruna 24,Via Bruna,Zona 5 - Ovest,6,46.164732,12.695291,16.065,2.835,18.900000000000002,Privato (potenziale),
PRIV_2249,Via Bruna 22,Via Bruna,Zona 5 - Ovest,6,46.164906,12.695086,26.775,4.725,31.5,Privato (potenziale),
PRIV_2250,Via della Repubblica 39,Via della Repubblica,Zona 5 - Ovest,6,46.162142,12.697885,73.304,12.936,86.24000000000001,Privato (potenziale),
PRIV_2251,Edificio 2250,,Zona 5 - Ovest,6,46.161878,12.697883,22.491,3.969,26.46,Privato (potenziale),
PRIV_2252,Edificio 2251,,Zona 5 - Ovest,6,46.16169,12.697846,17.136,3.023,20.159,Privato (potenziale),
PRIV_2253,Via Antonino di Prampero 9,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161681,12.697362,40.222,7.098,47.32,Privato (potenziale),
PRIV_2254,Via della Repubblica 49,Via della Repubblica,Zona 5 - Ovest,6,46.162281,12.697595,16.303,2.876,19.179000000000002,Privato (potenziale),
PRIV_2255,Via Antonino di Prampero 1,Via Antonino di Prampero,Zona 5 - Ovest,6,46.162058,12.696938,41.293,7.287,48.58,Privato (potenziale),
PRIV_2256,Edificio 2255,,Zona 5 - Ovest,6,46.161861,12.697,12.614,2.227,14.841000000000001,Privato (potenziale),
PRIV_2257,Via Antonino di Prampero 11,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161628,12.696869,46.886,8.274,55.160000000000004,Privato (potenziale),
PRIV_2258,Edificio 2257,,Zona 5 - Ovest,6,46.161459,12.697002,12.97,2.29,15.260000000000002,Privato (potenziale),
PRIV_2259,Via Antonino di Prampero 13,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161352,12.696842,33.796,5.964,39.76,Privato (potenziale),
PRIV_2260,Via Antonino di Prampero 15,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161215,12.696409,40.579,7.161,47.74,Privato (potenziale),
PRIV_2261,Via Antonino di Prampero 6,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161509,12.69629,36.295,6.405,42.7,Privato (potenziale),
PRIV_2262,Via Antonino di Prampero 4,Via Antonino di Prampero,Zona 5 - Ovest,6,46.16176,12.696331,39.39,6.951,46.341,Privato (potenziale),
PRIV_2263,Edificio 2262,,Zona 5 - Ovest,6,46.161964,12.696326,35.938,6.342,42.28,Privato (potenziale),
PRIV_2264,Via della Repubblica 57,Via della Repubblica,Zona 5 - Ovest,6,46.161885,12.696051,26.775,4.725,31.5,Privato (potenziale),
PRIV_2265,Via della Repubblica 59,Via della Repubblica,Zona 5 - Ovest,6,46.161858,12.695706,38.08,6.72,44.8,Privato (potenziale),
PRIV_2266,Edificio 2265,,Zona 5 - Ovest,6,46.161646,12.695744,35.581,6.279,41.86,Privato (potenziale),
PRIV_2267,Edificio 2266,,Zona 5 - Ovest,6,46.161623,12.695963,14.637,2.584,17.221,Privato (potenziale),
PRIV_2268,Via Ludovico Ariosto 5,Via Ludovico Ariosto,Zona 5 - Ovest,6,46.161437,12.69551,69.615,12.285,81.89999999999999,Privato (potenziale),
PRIV_2269,Via Antonino di Prampero 20,Via Antonino di Prampero,Zona 5 - Ovest,6,46.16124,12.69447,42.245,7.455,49.699999999999996,Privato (potenziale),
PRIV_2270,Via Ludovico Ariosto 15,Via Ludovico Ariosto,Zona 5 - Ovest,6,46.160811,12.694589,51.289,9.051,60.34,Privato (potenziale),
PRIV_2271,Via Ludovico Ariosto 13,Via Ludovico Ariosto,Zona 5 - Ovest,6,46.160755,12.694961,43.911,7.748,51.659,Privato (potenziale),
PRIV_2272,Via Antonino di Prampero 31,Via Antonino di Prampero,Zona 5 - Ovest,6,46.160486,12.694314,33.915,5.986,39.900999999999996,Privato (potenziale),
PRIV_2273,Via Erasmo da Valvasone 3,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160608,12.693965,45.577,8.043,53.62,Privato (potenziale),
PRIV_2274,Via Antonino di Prampero 35,Via Antonino di Prampero,Zona 5 - Ovest,6,46.160841,12.693934,42.959,7.58,50.539,Privato (potenziale),
PRIV_2275,Via Antonino di Prampero 24,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161226,12.694055,50.932,8.988,59.92,Privato (potenziale),
PRIV_2276,Via Antonino di Prampero 34,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161202,12.693636,36.295,6.405,42.7,Privato (potenziale),
PRIV_2277,Via Antonino di Prampero 30,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161435,12.693598,63.784,11.256,75.03999999999999,Privato (potenziale),
PRIV_2278,Via Antonino di Prampero 40,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161407,12.693255,39.27,6.93,46.2,Privato (potenziale),
PRIV_2279,Via Antonino di Prampero 36,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161149,12.693374,45.577,8.043,53.62,Privato (potenziale),
PRIV_2280,Via Antonino di Prampero 42,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161188,12.692984,119.0,21.0,140.0,Privato (potenziale),
PRIV_2281,Via Antonino di Prampero 58,Via Antonino di Prampero,Zona 5 - Ovest,6,46.161002,12.692639,50.099,8.841,58.94,Privato (potenziale),
PRIV_2282,Edificio 2281,,Zona 5 - Ovest,6,46.16128,12.692586,40.936,7.224,48.16,Privato (potenziale),
PRIV_2283,Via Antonino di Prampero 39,Via Antonino di Prampero,Zona 5 - Ovest,6,46.160754,12.693422,35.462,6.258,41.720000000000006,Privato (potenziale),
PRIV_2284,Via Erasmo da Valvasone 6,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160534,12.693483,50.813,8.967,59.78,Privato (potenziale),
PRIV_2285,Via Erasmo da Valvasone 9,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160277,12.693703,31.892,5.628,37.519999999999996,Privato (potenziale),
PRIV_2286,Via Erasmo da Valvasone 11,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160161,12.693467,27.727,4.893,32.62,Privato (potenziale),
PRIV_2287,Via Erasmo da Valvasone 13,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160093,12.693195,33.32,5.88,39.2,Privato (potenziale),
PRIV_2288,Via Erasmo da Valvasone 14,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160632,12.692773,64.617,11.403,76.02000000000001,Privato (potenziale),
PRIV_2289,Via Erasmo da Valvasone 27,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160479,12.692222,98.294,17.346,115.64,Privato (potenziale),
PRIV_2290,Via Erasmo da Valvasone 23,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160168,12.692286,37.723,6.657,44.379999999999995,Privato (potenziale),
PRIV_2291,Via Erasmo da Valvasone 19,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.159918,12.692289,49.266,8.694,57.96,Privato (potenziale),
PRIV_2292,Via Erasmo da Valvasone 10,Via Erasmo da Valvasone,Zona 5 - Ovest,6,46.160252,12.692775,53.907,9.513,63.419999999999995,Privato (potenziale),
PRIV_2293,Vicolo Vittorio Cadel 9,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.159719,12.692015,41.769,7.371,49.14,Privato (potenziale),
PRIV_2294,Vicolo Vittorio Cadel 7,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.160032,12.691979,33.915,5.986,39.900999999999996,Privato (potenziale),
PRIV_2295,Vicolo Vittorio Cadel 3,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.160276,12.691958,33.558,5.922,39.48,Privato (potenziale),
PRIV_2296,Vicolo Vittorio Cadel 1,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.160513,12.691958,49.98,8.82,58.8,Privato (potenziale),
PRIV_2297,Via della Repubblica 75,Via della Repubblica,Zona 5 - Ovest,6,46.161069,12.69187,30.583,5.397,35.98,Privato (potenziale),
PRIV_2298,Edificio 2297,,Zona 5 - Ovest,6,46.160986,12.692248,52.122,9.198,61.32,Privato (potenziale),
PRIV_2299,Edificio 2298,,Zona 5 - Ovest,6,46.161238,12.692208,51.051,9.009,60.06,Privato (potenziale),
PRIV_2300,Via Teobaldo Cecconi 5,Via Teobaldo Cecconi,Zona 5 - Ovest,6,46.160857,12.691498,41.769,7.371,49.14,Privato (potenziale),
PRIV_2301,Via Teobaldo Cecconi 2,Via Teobaldo Cecconi,Zona 5 - Ovest,6,46.16091,12.691032,47.957,8.462,56.419,Privato (potenziale),
PRIV_2302,Vicolo Vittorio Cadel 2,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.160519,12.691503,33.558,5.922,39.48,Privato (potenziale),
PRIV_2303,Vicolo Vittorio Cadel 4,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.16026,12.691485,32.963,5.817,38.78,Privato (potenziale),
PRIV_2304,Vicolo Vittorio Cadel 6,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.16003,12.691528,35.581,6.279,41.86,Privato (potenziale),
PRIV_2305,Edificio 2304,,Zona 5 - Ovest,6,46.16003,12.691262,43.316,7.644,50.96,Privato (potenziale),
PRIV_2306,Vicolo Malattia della Vallata 1,Vicolo Malattia della Vallata,Zona 5 - Ovest,6,46.160404,12.691223,41.769,7.371,49.14,Privato (potenziale),
PRIV_2307,Via Antonino di Prampero 78,Via Antonino di Prampero,Zona 5 - Ovest,6,46.160708,12.690461,33.558,5.922,39.48,Privato (potenziale),
PRIV_2308,Via Antonino di Prampero 53,Via Antonino di Prampero,Zona 5 - Ovest,6,46.160361,12.690458,38.437,6.783,45.22,Privato (potenziale),
PRIV_2309,Via Antonino di Prampero 55,Via Antonino di Prampero,Zona 5 - Ovest,6,46.160122,12.690479,36.414,6.426,42.84,Privato (potenziale),
PRIV_2310,Vicolo Malattia della Vallata 4,Vicolo Malattia della Vallata,Zona 5 - Ovest,6,46.160134,12.690781,40.936,7.224,48.16,Privato (potenziale),
PRIV_2311,Vicolo Malattia della Vallata 6,Vicolo Malattia della Vallata,Zona 5 - Ovest,6,46.159862,12.690775,43.435,7.665,51.1,Privato (potenziale),
PRIV_2312,Vicolo Malattia della Vallata 8,Vicolo Malattia della Vallata,Zona 5 - Ovest,6,46.159647,12.690842,48.314,8.526,56.84,Privato (potenziale),
PRIV_2313,Edificio 2312,,Zona 5 - Ovest,6,46.159823,12.690538,38.437,6.783,45.22,Privato (potenziale),
PRIV_2314,Vicolo Malattia della Vallata 10,Vicolo Malattia della Vallata,Zona 5 - Ovest,6,46.159551,12.691186,33.915,5.986,39.900999999999996,Privato (potenziale),
PRIV_2315,Vicolo Vittorio Cadel 8,Vicolo Vittorio Cadel,Zona 5 - Ovest,6,46.159564,12.691548,34.391,6.069,40.46,Privato (potenziale),
PRIV_2316,Edificio 2315,,Zona 5 - Ovest,6,46.160231,12.690571,14.756,2.605,17.361,Privato (potenziale),
PRIV_2317,Via della Repubblica 66,Via della Repubblica,Zona 5 - Ovest,6,46.162362,12.695711,46.648,8.232,54.88,Privato (potenziale),
PRIV_2318,Via della Repubblica 68,Via della Repubblica,Zona 5 - Ovest,6,46.162266,12.695132,58.905,10.395,69.3,Privato (potenziale),
PRIV_2319,Via Montenegro 15,Via Montenegro,Zona 5 - Ovest,6,46.162885,12.694387,49.266,8.694,57.96,Privato (potenziale),
PRIV_2320,Via Cadore 3,Via Cadore,Zona 5 - Ovest,6,46.162682,12.69443,54.859,9.681,64.54,Privato (potenziale),
PRIV_2321,Via Cadore 2,Via Cadore,Zona 5 - Ovest,6,46.162804,12.693891,36.771,6.489,43.26,Privato (potenziale),
PRIV_2322,Via Montenegro 21,Via Montenegro,Zona 5 - Ovest,6,46.162735,12.693585,40.222,7.098,47.32,Privato (potenziale),
PRIV_2323,Via Carnia 3,Via Carnia,Zona 5 - Ovest,6,46.162525,12.693453,54.264,9.576,63.84,Privato (potenziale),
PRIV_2324,Via Cadore 6,Via Cadore,Zona 5 - Ovest,6,46.162334,12.693887,51.884,9.156,61.04,Privato (potenziale),
PRIV_2325,Edificio 2324,,Zona 5 - Ovest,6,46.162066,12.694142,71.4,12.6,84.0,Privato (potenziale),
PRIV_2326,Via Montenegro 23,Via Montenegro,Zona 5 - Ovest,6,46.162707,12.693259,49.147,8.673,57.82,Privato (potenziale),
PRIV_2327,Via Carnia 11,Via Carnia,Zona 5 - Ovest,6,46.161957,12.693592,92.225,16.275,108.5,Privato (potenziale),
PRIV_2328,Edificio 2327,,Zona 5 - Ovest,6,46.162024,12.693655,5.593,0.989,6.582,Privato (potenziale),
PRIV_2329,Via Carnia 10,Via Carnia,Zona 5 - Ovest,6,46.161903,12.693229,45.458,8.022,53.48,Privato (potenziale),
PRIV_2330,Via Carnia 2,Via Carnia,Zona 5 - Ovest,6,46.162607,12.692785,70.21,12.39,82.6,Privato (potenziale),
PRIV_2331,Via Montenegro 47,Via Montenegro,Zona 5 - Ovest,6,46.162377,12.692364,213.724,37.715,251.439,Privato (potenziale),
PRIV_2332,Edificio 2331,,Zona 5 - Ovest,6,46.162313,12.692529,30.583,5.397,35.98,Privato (potenziale),
PRIV_2333,Via Carnia 6,Via Carnia,Zona 5 - Ovest,6,46.162215,12.692932,55.93,9.87,65.8,Privato (potenziale),
PRIV_2334,Via della Repubblica 78,Via della Repubblica,Zona 5 - Ovest,6,46.161717,12.692446,18.564,3.275,21.839,Privato (potenziale),
PRIV_2335,Via della Repubblica 76,Via della Repubblica,Zona 5 - Ovest,6,46.16178,12.692687,29.274,5.166,34.44,Privato (potenziale),
PRIV_2336,Via Carnia 8,Via Carnia,Zona 5 - Ovest,6,46.161877,12.692889,48.552,8.568,57.12,Privato (potenziale),
PRIV_2337,Via Divisione Julia 10,Via Divisione Julia,Zona 5 - Ovest,6,46.163915,12.695056,25.466,4.494,29.96,Privato (potenziale),
PRIV_2338,Edificio 2337,,Zona 5 - Ovest,6,46.1642,12.694933,14.042,2.479,16.521,Privato (potenziale),
PRIV_2339,Via Bruna 16,Via Bruna,Zona 5 - Ovest,6,46.165044,12.695027,32.606,5.753,38.359,Privato (potenziale),
PRIV_2340,Via Bruna 14,Via Bruna,Zona 5 - Ovest,6,46.165102,12.694753,20.23,3.57,23.8,Privato (potenziale),
PRIV_2341,Via Bruna 8,Via Bruna,Zona 5 - Ovest,6,46.165271,12.694743,30.226,5.334,35.56,Privato (potenziale),
PRIV_2342,Via Bruna 4,Via Bruna,Zona 5 - Ovest,6,46.165421,12.69457,30.226,5.334,35.56,Privato (potenziale),
PRIV_2343,Via Vittorio Veneto 1,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165654,12.694398,24.157,4.263,28.42,Privato (potenziale),
PRIV_2344,Via Montenegro 6,Via Montenegro,Zona 5 - Ovest,6,46.163364,12.695786,33.082,5.838,38.92,Privato (potenziale),
PRIV_2345,Via Montenegro 12,Via Montenegro,Zona 5 - Ovest,6,46.163292,12.695065,46.053,8.127,54.18,Privato (potenziale),
PRIV_2346,Via Divisione Julia 9,Via Divisione Julia,Zona 5 - Ovest,6,46.163527,12.694919,43.911,7.748,51.659,Privato (potenziale),
PRIV_2347,Via Divisione Julia 15,Via Divisione Julia,Zona 5 - Ovest,6,46.163411,12.694216,56.406,9.954,66.36,Privato (potenziale),
PRIV_2348,Edificio 2347,,Zona 5 - Ovest,6,46.163377,12.6939,22.491,3.969,26.46,Privato (potenziale),
PRIV_2349,Via Montenegro 28,Via Montenegro,Zona 5 - Ovest,6,46.163062,12.693026,59.024,10.416,69.44,Privato (potenziale),
PRIV_2350,Edificio 2349,,Zona 5 - Ovest,6,46.16326,12.692726,37.485,6.615,44.1,Privato (potenziale),
PRIV_2351,Via Amerigo Vespucci 2,Via Amerigo Vespucci,Zona 5 - Ovest,6,46.162938,12.691618,220.495,6.963,227.458,Privato (potenziale),
PRIV_2352,Via Vittorio Veneto 37,Via Vittorio Veneto,Zona 5 - Ovest,6,46.164758,12.692532,21.42,3.781,25.201,Privato (potenziale),
PRIV_2353,Via Divisione Julia 22,Via Divisione Julia,Zona 5 - Ovest,6,46.163918,12.693439,32.963,5.817,38.78,Privato (potenziale),
PRIV_2354,Via Vittorio Veneto 17,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165249,12.692697,23.919,4.221,28.14,Privato (potenziale),
PRIV_2355,Via Vittorio Veneto 15,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165227,12.69306,35.819,6.321,42.14,Privato (potenziale),
PRIV_2356,Via Vittorio Veneto 22,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165637,12.6927,44.744,7.896,52.64,Privato (potenziale),
PRIV_2357,Edificio 2356,,Zona 5 - Ovest,6,46.165689,12.692991,12.614,2.227,14.841000000000001,Privato (potenziale),
PRIV_2358,Via Vittorio Veneto 12,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165811,12.693608,54.621,9.639,64.26,Privato (potenziale),
PRIV_2359,Via Mazzoli Chiasais 5,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.165902,12.693272,39.746,7.014,46.760000000000005,Privato (potenziale),
PRIV_2360,Via Vittorio Veneto 6,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165684,12.693853,13.447,2.375,15.822,Privato (potenziale),
PRIV_2361,Via Vittorio Veneto 8,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165791,12.693971,19.278,3.402,22.68,Privato (potenziale),
PRIV_2362,Via Vittorio Veneto 4,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165875,12.694158,28.441,5.019,33.46,Privato (potenziale),
PRIV_2363,Via Vittorio Veneto 2,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165922,12.694366,31.773,5.607,37.38,Privato (potenziale),
PRIV_2364,Via Vittorio Veneto 10,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165913,12.693814,23.8,4.2,28.0,Privato (potenziale),
PRIV_2365,Edificio 2364,,Zona 5 - Ovest,6,46.165483,12.693738,28.203,4.977,33.18,Privato (potenziale),
PRIV_2366,Via Vittorio Veneto 11,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165267,12.693656,28.203,4.977,33.18,Privato (potenziale),
PRIV_2367,Edificio 2366,,Zona 5 - Ovest,6,46.165104,12.693945,30.107,5.313,35.42,Privato (potenziale),
PRIV_2368,Edificio 2367,,Zona 5 - Ovest,6,46.164984,12.693514,16.779,2.961,19.74,Privato (potenziale),
PRIV_2369,Edificio 2368,,Zona 5 - Ovest,6,46.164898,12.693657,32.963,5.817,38.78,Privato (potenziale),
PRIV_2370,Via Mazzoli Chiasais 10,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.166195,12.694299,43.078,7.602,50.68000000000001,Privato (potenziale),
PRIV_2371,Via Mazzoli Chiasais 12,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.16617,12.694137,15.827,2.793,18.62,Privato (potenziale),
PRIV_2372,Via Mazzoli Chiasais 14,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.166499,12.693891,40.46,7.14,47.6,Privato (potenziale),
PRIV_2373,Edificio 2372,,Zona 5 - Ovest,6,46.166288,12.693496,21.658,3.823,25.481,Privato (potenziale),
PRIV_2374,Edificio 2373,,Zona 5 - Ovest,6,46.166331,12.693119,23.919,4.221,28.14,Privato (potenziale),
PRIV_2375,Via Mazzoli Chiasais 18,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.166139,12.693015,129.71,22.89,152.60000000000002,Privato (potenziale),
PRIV_2376,Via Mazzoli Chiasais 32,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.166249,12.692542,29.75,5.25,35.0,Privato (potenziale),
PRIV_2377,Edificio 2376,,Zona 5 - Ovest,6,46.166334,12.691638,9.996,1.762,11.758000000000001,Privato (potenziale),
PRIV_2378,Via Mazzoli Chiasais 44,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.166203,12.691111,36.771,6.489,43.26,Privato (potenziale),
PRIV_2379,Via Vittorio Veneto 26,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165417,12.691733,113.169,19.971,133.14,Privato (potenziale),
PRIV_2380,Edificio 2379,,Zona 5 - Ovest,6,46.165445,12.690962,17.612,3.107,20.718999999999998,Privato (potenziale),
PRIV_2381,Via Fabio Filzi 1,Via Fabio Filzi,Zona 5 - Ovest,6,46.165674,12.690997,26.894,4.746,31.64,Privato (potenziale),
PRIV_2382,Edificio 2381,,Zona 5 - Ovest,6,46.165814,12.690875,40.222,7.098,47.32,Privato (potenziale),
PRIV_2383,Edificio 2382,,Zona 5 - Ovest,6,46.166,12.690624,12.97,2.29,15.260000000000002,Privato (potenziale),
PRIV_2384,Via Mazzoli Chiasais 38,Via Mazzoli Chiasais,Zona 5 - Ovest,6,46.166121,12.691629,30.821,5.439,36.260000000000005,Privato (potenziale),
PRIV_2385,Via Gorizia 44,Via Gorizia,Zona 5 - Ovest,6,46.165962,12.690308,46.291,8.169,54.459999999999994,Privato (potenziale),
PRIV_2386,Vicolo Alfonso Morgante 6,Vicolo Alfonso Morgante,Zona 5 - Ovest,6,46.165586,12.690547,42.959,7.58,50.539,Privato (potenziale),
PRIV_2387,Edificio 2386,,Zona 5 - Ovest,6,46.165641,12.690782,9.996,1.762,11.758000000000001,Privato (potenziale),
PRIV_2388,Via Vittorio Veneto 30,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165235,12.691287,43.435,7.665,51.1,Privato (potenziale),
PRIV_2389,Via Gorizia 28,Via Gorizia,Zona 5 - Ovest,6,46.165737,12.690204,71.043,12.537,83.58000000000001,Privato (potenziale),
PRIV_2390,Via Gorizia 22,Via Gorizia,Zona 5 - Ovest,6,46.165621,12.689776,55.216,9.744,64.96000000000001,Privato (potenziale),
PRIV_2391,Vicolo Alfonso Morgante 5,Vicolo Alfonso Morgante,Zona 5 - Ovest,6,46.165407,12.690136,35.462,6.258,41.720000000000006,Privato (potenziale),
PRIV_2392,Via Gorizia 20,Via Gorizia,Zona 5 - Ovest,6,46.165475,12.689566,34.986,6.174,41.16,Privato (potenziale),
PRIV_2393,Edificio 2392,,Zona 5 - Ovest,6,46.165326,12.689531,13.328,2.353,15.681,Privato (potenziale),
PRIV_2394,Via Gorizia 18,Via Gorizia,Zona 5 - Ovest,6,46.165405,12.689297,32.606,5.753,38.359,Privato (potenziale),
PRIV_2395,Via Vittorio Veneto 40,Via Vittorio Veneto,Zona 5 - Ovest,6,46.164938,12.689951,47.957,8.462,56.419,Privato (potenziale),
PRIV_2396,Via Vittorio Veneto 38,Via Vittorio Veneto,Zona 5 - Ovest,6,46.164987,12.690248,28.084,4.956,33.04,Privato (potenziale),
PRIV_2397,Vicolo Alfonso Morgante 1,Vicolo Alfonso Morgante,Zona 5 - Ovest,6,46.16505,12.690505,23.324,4.116,27.44,Privato (potenziale),
PRIV_2398,Via Vittorio Veneto 34,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165008,12.690827,21.658,3.823,25.481,Privato (potenziale),
PRIV_2399,Via Vittorio Veneto 32,Via Vittorio Veneto,Zona 5 - Ovest,6,46.165208,12.690897,56.287,9.933,66.22,Privato (potenziale),
PRIV_2400,Edificio 2399,,Zona 5 - Ovest,6,46.165063,12.689387,29.869,5.271,35.14,Privato (potenziale),
PRIV_2401,Via Vittorio Veneto 42,Via Vittorio Veneto,Zona 5 - Ovest,6,46.16489,12.689409,24.752,4.368,29.119999999999997,Privato (potenziale),
PRIV_2402,Via Vittorio Veneto 44,Via Vittorio Veneto,Zona 5 - Ovest,6,46.164895,12.689198,33.082,5.838,38.92,Privato (potenziale),
PRIV_2403,Via Gorizia 47,Via Gorizia,Zona 5 - Ovest,6,46.16632,12.690134,21.776,3.843,25.619,Privato (potenziale),
PRIV_2404,Via Gorizia 45,Via Gorizia,Zona 5 - Ovest,6,46.1662,12.689818,39.984,7.056,47.04,Privato (potenziale),
PRIV_2405,Via Gorizia 41,Via Gorizia,Zona 5 - Ovest,6,46.166165,12.689232,23.562,4.159,27.721,Privato (potenziale),
PRIV_2406,Via Gorizia 39,Via Gorizia,Zona 5 - Ovest,6,46.166025,12.688884,33.082,5.838,38.92,Privato (potenziale),
PRIV_2407,Via Gorizia 37,Via Gorizia,Zona 5 - Ovest,6,46.165867,12.689069,57.953,10.228,68.181,Privato (potenziale),
PRIV_2408,Edificio 2407,,Zona 5 - Ovest,6,46.165735,12.68927,90.559,15.981,106.53999999999999,Privato (potenziale),
PRIV_2409,Via Gorizia 36,Via Gorizia,Zona 5 - Ovest,6,46.165828,12.6898,45.577,8.043,53.62,Privato (potenziale),
PRIV_2410,Via della Croce 3,Via della Croce,Zona 5 - Ovest,6,46.164627,12.685608,39.39,6.951,46.341,Privato (potenziale),
PRIV_2411,Via Giuseppe Mazzini 26,Via Giuseppe Mazzini,Zona 5 - Ovest,6,46.164303,12.685726,37.723,6.657,44.379999999999995,Privato (potenziale),
PRIV_2412,Via Giuseppe Mazzini 20,Via Giuseppe Mazzini,Zona 5 - Ovest,6,46.164186,12.685823,95.557,16.863,112.42,Privato (potenziale),
PRIV_2413,Via Gorizia 1,Via Gorizia,Zona 5 - Ovest,6,46.164802,12.686564,103.054,18.186,121.24000000000001,Privato (potenziale),
PRIV_2414,Via Gorizia 9,Via Gorizia,Zona 5 - Ovest,6,46.164895,12.687074,32.963,5.817,38.78,Privato (potenziale),
PRIV_2415,Via Gorizia 11,Via Gorizia,Zona 5 - Ovest,6,46.164959,12.687257,29.393,5.187,34.58,Privato (potenziale),
PRIV_2416,Edificio 2415,,Zona 5 - Ovest,6,46.165096,12.687207,13.804,2.437,16.241,Privato (potenziale),
