time,Gb,Gd,Gr,H_sun,T2m,WS10m,Int,datetime,year,month,G_totale
20050101:0110,0.0,0.0,0.0,0.0,-5.33,2.41,0.0,2005-01-01 01:10:00,2005,1,0.0
20050101:0210,0.0,0.0,0.0,0.0,-4.41,2.28,0.0,2005-01-01 02:10:00,2005,1,0.0
20050101:0310,0.0,0.0,0.0,0.0,-3.81,2.21,0.0,2005-01-01 03:10:00,2005,1,0.0
20050101:0410,0.0,0.0,0.0,0.0,-3.97,2.28,0.0,2005-01-01 04:10:00,2005,1,0.0
20050101:0510,0.0,0.0,0.0,0.0,-3.79,2.28,0.0,2005-01-01 05:10:00,2005,1,0.0
20050101:0610,0.0,0.0,0.0,0.0,-4.07,2.28,0.0,2005-01-01 06:10:00,2005,1,0.0
20050101:0710,0.0,0.0,0.0,0.0,-3.36,2.21,0.0,2005-01-01 07:10:00,2005,1,0.0
20050101:0810,265.06,57.84,2.41,9.52,-2.64,2.07,0.0,2005-01-01 08:10:00,2005,1,325.31
20050101:0910,497.8,96.98,5.38,15.53,0.74,1.66,0.0,2005-01-01 09:10:00,2005,1,600.16
20050101:1010,627.12,118.93,7.44,19.43,5.19,1.24,0.0,2005-01-01 10:10:00,2005,1,753.49
20050101:1110,662.85,138.52,8.35,20.83,7.53,0.97,0.0,2005-01-01 11:10:00,2005,1,809.72
20050101:1210,687.48,126.52,8.31,19.59,8.63,0.76,0.0,2005-01-01 12:10:00,2005,1,822.31
20050101:1310,218.96,173.95,5.22,15.83,8.85,0.69,0.0,2005-01-01 13:10:00,2005,1,398.13
20050101:1410,477.93,102.9,4.52,9.93,8.09,0.69,0.0,2005-01-01 14:10:00,2005,1,585.35
20050101:1510,127.37,46.19,1.06,2.36,6.69,1.03,0.0,2005-01-01 15:10:00,2005,1,174.62
20050101:1610,0.0,0.0,0.0,0.0,3.08,1.59,0.0,2005-01-01 16:10:00,2005,1,0.0
20050101:1710,0.0,0.0,0.0,0.0,-0.05,1.93,0.0,2005-01-01 17:10:00,2005,1,0.0
20050101:1810,0.0,0.0,0.0,0.0,-1.6,2.14,0.0,2005-01-01 18:10:00,2005,1,0.0
20050101:1910,0.0,0.0,0.0,0.0,-2.24,2.28,0.0,2005-01-01 19:10:00,2005,1,0.0
20050101:2010,0.0,0.0,0.0,0.0,-2.79,2.21,0.0,2005-01-01 20:10:00,2005,1,0.0
20050101:2110,0.0,0.0,0.0,0.0,-3.5,2.28,0.0,2005-01-01 21:10:00,2005,1,0.0
20050101:2210,0.0,0.0,0.0,0.0,-3.97,2.28,0.0,2005-01-01 22:10:00,2005,1,0.0
20050101:2310,0.0,0.0,0.0,0.0,-4.15,2.21,0.0,2005-01-01 23:10:00,2005,1,0.0
20050102:0010,0.0,0.0,0.0,0.0,-4.25,2.21,0.0,2005-01-02 00:10:00,2005,1,0.0
20050102:0110,0.0,0.0,0.0,0.0,-4.71,2.21,0.0,2005-01-02 01:10:00,2005,1,0.0
20050102:0210,0.0,0.0,0.0,0.0,-4.69,2.28,0.0,2005-01-02 02:10:00,2005,1,0.0
20050102:0310,0.0,0.0,0.0,0.0,-4.3,2.28,0.0,2005-01-02 03:10:00,2005,1,0.0
20050102:0410,0.0,0.0,0.0,0.0,-3.79,2.21,0.0,2005-01-02 04:10:00,2005,1,0.0
20050102:0510,0.0,0.0,0.0,0.0,-3.1,2.14,0.0,2005-01-02 05:10:00,2005,1,0.0
20050102:0610,0.0,0.0,0.0,0.0,-2.82,2.07,0.0,2005-01-02 06:10:00,2005,1,0.0
20050102:0710,0.0,0.0,0.0,0.0,-2.75,2.07,0.0,2005-01-02 07:10:00,2005,1,0.0
20050102:0810,303.03,52.26,2.54,9.54,-2.33,1.79,0.0,2005-01-02 08:10:00,2005,1,357.83
20050102:0910,502.18,93.49,5.38,15.57,0.21,1.38,0.0,2005-01-02 09:10:00,2005,1,601.05
20050102:1010,684.58,97.26,7.65,19.49,3.34,1.03,0.0,2005-01-02 10:10:00,2005,1,789.49
20050102:1110,670.71,133.53,8.38,20.92,5.45,0.69,0.0,2005-01-02 11:10:00,2005,1,812.62
20050102:1210,348.7,199.05,6.83,19.69,6.12,0.55,0.0,2005-01-02 12:10:00,2005,1,554.58
20050102:1310,53.14,133.27,3.77,15.94,6.12,0.76,0.0,2005-01-02 13:10:00,2005,1,190.18000000000004
20050102:1410,16.44,75.43,2.08,10.06,5.51,0.55,0.0,2005-01-02 14:10:00,2005,1,93.95
20050102:1510,216.71,53.75,1.26,2.49,4.64,0.62,0.0,2005-01-02 15:10:00,2005,1,271.72
20050102:1610,0.0,0.0,0.0,0.0,2.1,1.38,0.0,2005-01-02 16:10:00,2005,1,0.0
20050102:1710,0.0,0.0,0.0,0.0,0.19,1.72,0.0,2005-01-02 17:10:00,2005,1,0.0
20050102:1810,0.0,0.0,0.0,0.0,-0.89,1.93,0.0,2005-01-02 18:10:00,2005,1,0.0
20050102:1910,0.0,0.0,0.0,0.0,-1.33,1.93,0.0,2005-01-02 19:10:00,2005,1,0.0
20050102:2010,0.0,0.0,0.0,0.0,-1.8,1.93,0.0,2005-01-02 20:10:00,2005,1,0.0
20050102:2110,0.0,0.0,0.0,0.0,-2.03,2.0,0.0,2005-01-02 21:10:00,2005,1,0.0
20050102:2210,0.0,0.0,0.0,0.0,-1.95,2.07,0.0,2005-01-02 22:10:00,2005,1,0.0
20050102:2310,0.0,0.0,0.0,0.0,-3.0,2.28,0.0,2005-01-02 23:10:00,2005,1,0.0
20050103:0010,0.0,0.0,0.0,0.0,-4.0,2.34,0.0,2005-01-03 00:10:00,2005,1,0.0
20050103:0110,0.0,0.0,0.0,0.0,-3.93,2.34,0.0,2005-01-03 01:10:00,2005,1,0.0
20050103:0210,0.0,0.0,0.0,0.0,-4.43,2.34,0.0,2005-01-03 02:10:00,2005,1,0.0
20050103:0310,0.0,0.0,0.0,0.0,-4.87,2.34,0.0,2005-01-03 03:10:00,2005,1,0.0
20050103:0410,0.0,0.0,0.0,0.0,-5.31,2.34,0.0,2005-01-03 04:10:00,2005,1,0.0
20050103:0510,0.0,0.0,0.0,0.0,-5.68,2.34,0.0,2005-01-03 05:10:00,2005,1,0.0
20050103:0610,0.0,0.0,0.0,0.0,-6.04,2.41,0.0,2005-01-03 06:10:00,2005,1,0.0
20050103:0710,0.0,0.0,0.0,0.0,-4.63,2.34,0.0,2005-01-03 07:10:00,2005,1,0.0
20050103:0810,135.44,66.23,2.03,9.57,-3.3,2.07,0.0,2005-01-03 08:10:00,2005,1,203.70000000000002
20050103:0910,86.8,117.86,3.43,15.62,0.2,1.66,0.0,2005-01-03 09:10:00,2005,1,208.09
20050103:1010,638.88,119.46,7.58,19.56,3.94,1.24,0.0,2005-01-03 10:10:00,2005,1,765.9200000000001
20050103:1110,688.14,134.8,8.57,21.01,6.29,0.9,0.0,2005-01-03 11:10:00,2005,1,831.5100000000001
20050103:1210,714.45,120.39,8.52,19.8,7.28,0.55,0.0,2005-01-03 12:10:00,2005,1,843.36
20050103:1310,264.31,180.11,5.58,16.07,7.53,0.48,0.0,2005-01-03 13:10:00,2005,1,450.0
20050103:1410,511.39,97.78,4.76,10.19,7.18,0.34,0.0,2005-01-03 14:10:00,2005,1,613.93
20050103:1510,157.03,52.25,1.21,2.63,6.43,0.48,0.0,2005-01-03 15:10:00,2005,1,210.49
20050103:1610,0.0,0.0,0.0,0.0,4.71,0.97,0.0,2005-01-03 16:10:00,2005,1,0.0
20050103:1710,0.0,0.0,0.0,0.0,1.4,1.45,0.0,2005-01-03 17:10:00,2005,1,0.0
20050103:1810,0.0,0.0,0.0,0.0,-1.26,1.86,0.0,2005-01-03 18:10:00,2005,1,0.0
20050103:1910,0.0,0.0,0.0,0.0,-1.5,1.93,0.0,2005-01-03 19:10:00,2005,1,0.0
20050103:2010,0.0,0.0,0.0,0.0,-2.1,2.14,0.0,2005-01-03 20:10:00,2005,1,0.0
20050103:2110,0.0,0.0,0.0,0.0,-1.52,2.21,0.0,2005-01-03 21:10:00,2005,1,0.0
20050103:2210,0.0,0.0,0.0,0.0,-1.13,2.14,0.0,2005-01-03 22:10:00,2005,1,0.0
20050103:2310,0.0,0.0,0.0,0.0,-1.37,2.14,0.0,2005-01-03 23:10:00,2005,1,0.0
20050104:0010,0.0,0.0,0.0,0.0,-0.98,2.07,0.0,2005-01-04 00:10:00,2005,1,0.0
20050104:0110,0.0,0.0,0.0,0.0,-2.07,2.14,0.0,2005-01-04 01:10:00,2005,1,0.0
20050104:0210,0.0,0.0,0.0,0.0,-2.67,2.21,0.0,2005-01-04 02:10:00,2005,1,0.0
20050104:0310,0.0,0.0,0.0,0.0,-3.06,2.14,0.0,2005-01-04 03:10:00,2005,1,0.0
20050104:0410,0.0,0.0,0.0,0.0,-3.66,2.28,0.0,2005-01-04 04:10:00,2005,1,0.0
20050104:0510,0.0,0.0,0.0,0.0,-4.07,2.34,0.0,2005-01-04 05:10:00,2005,1,0.0
20050104:0610,0.0,0.0,0.0,0.0,-4.3,2.28,0.0,2005-01-04 06:10:00,2005,1,0.0
20050104:0710,0.0,0.0,0.0,0.0,-3.7,2.14,0.0,2005-01-04 07:10:00,2005,1,0.0
20050104:0810,130.97,65.36,2.0,9.61,-2.64,1.79,0.0,2005-01-04 08:10:00,2005,1,198.32999999999998
20050104:0910,172.99,130.81,4.03,15.68,0.17,1.45,0.0,2005-01-04 09:10:00,2005,1,307.83
20050104:1010,158.55,171.66,5.19,19.64,2.86,1.03,0.0,2005-01-04 10:10:00,2005,1,335.40000000000003
20050104:1110,690.64,129.16,8.55,21.11,5.04,0.69,0.0,2005-01-04 11:10:00,2005,1,828.3499999999999
20050104:1210,704.19,120.94,8.48,19.92,6.11,0.34,0.0,2005-01-04 12:10:00,2005,1,833.6100000000001
20050104:1310,573.01,132.38,6.93,16.2,6.42,0.34,0.0,2005-01-04 13:10:00,2005,1,712.3199999999999
20050104:1410,22.58,81.59,2.25,10.32,5.94,0.14,0.0,2005-01-04 14:10:00,2005,1,106.42
20050104:1510,0.0,17.57,0.48,2.77,5.07,0.34,0.0,2005-01-04 15:10:00,2005,1,18.05
20050104:1610,0.0,0.0,0.0,0.0,3.83,0.69,0.0,2005-01-04 16:10:00,2005,1,0.0
20050104:1710,0.0,0.0,0.0,0.0,1.88,1.17,0.0,2005-01-04 17:10:00,2005,1,0.0
20050104:1810,0.0,0.0,0.0,0.0,-0.37,1.59,0.0,2005-01-04 18:10:00,2005,1,0.0
20050104:1910,0.0,0.0,0.0,0.0,-0.42,1.66,0.0,2005-01-04 19:10:00,2005,1,0.0
20050104:2010,0.0,0.0,0.0,0.0,-1.13,1.79,0.0,2005-01-04 20:10:00,2005,1,0.0
20050104:2110,0.0,0.0,0.0,0.0,-1.77,1.86,0.0,2005-01-04 21:10:00,2005,1,0.0
20050104:2210,0.0,0.0,0.0,0.0,-2.26,1.93,0.0,2005-01-04 22:10:00,2005,1,0.0
20050104:2310,0.0,0.0,0.0,0.0,-2.56,1.93,0.0,2005-01-04 23:10:00,2005,1,0.0
20050105:0010,0.0,0.0,0.0,0.0,-2.82,1.86,0.0,2005-01-05 00:10:00,2005,1,0.0
20050105:0110,0.0,0.0,0.0,0.0,-3.23,1.93,0.0,2005-01-05 01:10:00,2005,1,0.0
20050105:0210,0.0,0.0,0.0,0.0,-3.57,1.93,0.0,2005-01-05 02:10:00,2005,1,0.0
20050105:0310,0.0,0.0,0.0,0.0,-3.7,2.0,0.0,2005-01-05 03:10:00,2005,1,0.0
20050105:0410,0.0,0.0,0.0,0.0,-3.78,2.0,0.0,2005-01-05 04:10:00,2005,1,0.0
20050105:0510,0.0,0.0,0.0,0.0,-3.81,2.0,0.0,2005-01-05 05:10:00,2005,1,0.0
20050105:0610,0.0,0.0,0.0,0.0,-3.88,2.07,0.0,2005-01-05 06:10:00,2005,1,0.0
20050105:0710,0.0,0.0,0.0,0.0,-3.61,2.0,0.0,2005-01-05 07:10:00,2005,1,0.0
20050105:0810,76.64,60.62,1.76,9.65,-2.25,1.59,0.0,2005-01-05 08:10:00,2005,1,139.01999999999998
20050105:0910,51.69,107.91,3.09,15.74,0.9,1.17,0.0,2005-01-05 09:10:00,2005,1,162.69
20050105:1010,219.13,181.88,5.7,19.73,4.53,0.62,0.0,2005-01-05 10:10:00,2005,1,406.71
20050105:1110,167.76,195.91,5.92,21.22,6.32,0.07,0.0,2005-01-05 11:10:00,2005,1,369.59
20050105:1210,434.86,199.78,7.49,20.04,6.9,0.21,0.0,2005-01-05 12:10:00,2005,1,642.13
20050105:1310,692.5,94.72,7.49,16.33,6.99,0.41,0.0,2005-01-05 13:10:00,2005,1,794.71
20050105:1410,472.42,109.66,4.73,10.47,6.62,0.41,0.0,2005-01-05 14:10:00,2005,1,586.8100000000001
20050105:1510,112.95,50.95,1.21,2.91,6.17,0.14,0.0,2005-01-05 15:10:00,2005,1,165.11
20050105:1610,0.0,0.0,0.0,0.0,5.19,0.28,0.0,2005-01-05 16:10:00,2005,1,0.0
20050105:1710,0.0,0.0,0.0,0.0,4.19,0.76,0.0,2005-01-05 17:10:00,2005,1,0.0
20050105:1810,0.0,0.0,0.0,0.0,2.46,1.1,0.0,2005-01-05 18:10:00,2005,1,0.0
20050105:1910,0.0,0.0,0.0,0.0,1.06,1.17,0.0,2005-01-05 19:10:00,2005,1,0.0
20050105:2010,0.0,0.0,0.0,0.0,-0.7,1.45,0.0,2005-01-05 20:10:00,2005,1,0.0
20050105:2110,0.0,0.0,0.0,0.0,-1.48,1.52,0.0,2005-01-05 21:10:00,2005,1,0.0
20050105:2210,0.0,0.0,0.0,0.0,-1.39,1.52,0.0,2005-01-05 22:10:00,2005,1,0.0
20050105:2310,0.0,0.0,0.0,0.0,-1.63,1.52,0.0,2005-01-05 23:10:00,2005,1,0.0
20050106:0010,0.0,0.0,0.0,0.0,-1.63,1.52,0.0,2005-01-06 00:10:00,2005,1,0.0
20050106:0110,0.0,0.0,0.0,0.0,-1.31,1.52,0.0,2005-01-06 01:10:00,2005,1,0.0
20050106:0210,0.0,0.0,0.0,0.0,-1.54,1.52,0.0,2005-01-06 02:10:00,2005,1,0.0
20050106:0310,0.0,0.0,0.0,0.0,-1.68,1.52,0.0,2005-01-06 03:10:00,2005,1,0.0
20050106:0410,0.0,0.0,0.0,0.0,-1.62,1.59,0.0,2005-01-06 04:10:00,2005,1,0.0
20050106:0510,0.0,0.0,0.0,0.0,-1.36,1.52,0.0,2005-01-06 05:10:00,2005,1,0.0
20050106:0610,0.0,0.0,0.0,0.0,-1.2,1.52,0.0,2005-01-06 06:10:00,2005,1,0.0
20050106:0710,0.0,0.0,0.0,0.0,-1.22,1.38,0.0,2005-01-06 07:10:00,2005,1,0.0
20050106:0810,3.81,38.34,1.06,9.7,-0.01,1.17,0.0,2005-01-06 08:10:00,2005,1,43.21000000000001
20050106:0910,177.28,133.76,4.13,15.81,1.68,0.9,0.0,2005-01-06 09:10:00,2005,1,315.16999999999996
20050106:1010,657.38,110.85,7.7,19.82,3.83,0.55,0.0,2005-01-06 10:10:00,2005,1,775.9300000000001
20050106:1110,767.68,104.61,8.98,21.33,5.02,0.21,0.0,2005-01-06 11:10:00,2005,1,881.27
20050106:1210,734.44,112.86,8.72,20.17,6.0,0.14,0.0,2005-01-06 12:10:00,2005,1,856.0200000000001
20050106:1310,249.34,179.94,5.58,16.48,6.34,0.28,0.0,2005-01-06 13:10:00,2005,1,434.85999999999996
20050106:1410,473.75,108.7,4.78,10.62,6.36,0.48,0.0,2005-01-06 14:10:00,2005,1,587.23
20050106:1510,115.14,52.7,1.26,3.07,5.45,0.62,0.0,2005-01-06 15:10:00,2005,1,169.1
20050106:1610,0.0,0.0,0.0,0.0,5.05,0.76,0.0,2005-01-06 16:10:00,2005,1,0.0
20050106:1710,0.0,0.0,0.0,0.0,3.82,0.97,0.0,2005-01-06 17:10:00,2005,1,0.0
20050106:1810,0.0,0.0,0.0,0.0,1.58,1.38,0.0,2005-01-06 18:10:00,2005,1,0.0
20050106:1910,0.0,0.0,0.0,0.0,-1.19,1.93,0.0,2005-01-06 19:10:00,2005,1,0.0
20050106:2010,0.0,0.0,0.0,0.0,-1.97,2.07,0.0,2005-01-06 20:10:00,2005,1,0.0
20050106:2110,0.0,0.0,0.0,0.0,-2.22,2.21,0.0,2005-01-06 21:10:00,2005,1,0.0
20050106:2210,0.0,0.0,0.0,0.0,-2.36,2.28,0.0,2005-01-06 22:10:00,2005,1,0.0
20050106:2310,0.0,0.0,0.0,0.0,-2.44,2.21,0.0,2005-01-06 23:10:00,2005,1,0.0
20050107:0010,0.0,0.0,0.0,0.0,-2.52,2.21,0.0,2005-01-07 00:10:00,2005,1,0.0
20050107:0110,0.0,0.0,0.0,0.0,-2.51,2.21,0.0,2005-01-07 01:10:00,2005,1,0.0
20050107:0210,0.0,0.0,0.0,0.0,-2.62,2.28,0.0,2005-01-07 02:10:00,2005,1,0.0
20050107:0310,0.0,0.0,0.0,0.0,-2.71,2.28,0.0,2005-01-07 03:10:00,2005,1,0.0
20050107:0410,0.0,0.0,0.0,0.0,-2.74,2.28,0.0,2005-01-07 04:10:00,2005,1,0.0
20050107:0510,0.0,0.0,0.0,0.0,-2.77,2.21,0.0,2005-01-07 05:10:00,2005,1,0.0
20050107:0610,0.0,0.0,0.0,0.0,-2.74,2.14,0.0,2005-01-07 06:10:00,2005,1,0.0
20050107:0710,0.0,0.0,0.0,0.0,-2.52,2.14,0.0,2005-01-07 07:10:00,2005,1,0.0
20050107:0810,136.29,65.82,2.05,9.76,-1.5,1.79,0.0,2005-01-07 08:10:00,2005,1,204.16
20050107:0910,515.16,89.65,5.53,15.89,1.87,1.38,0.0,2005-01-07 09:10:00,2005,1,610.3399999999999
20050107:1010,652.13,110.04,7.68,19.92,5.16,1.1,0.0,2005-01-07 10:10:00,2005,1,769.8499999999999
20050107:1110,593.24,162.71,8.28,21.45,7.21,0.76,0.0,2005-01-07 11:10:00,2005,1,764.23
20050107:1210,728.5,111.89,8.69,20.31,8.27,0.41,0.0,2005-01-07 12:10:00,2005,1,849.08
20050107:1310,165.18,170.7,5.05,16.63,8.54,0.28,0.0,2005-01-07 13:10:00,2005,1,340.93
20050107:1410,412.37,122.22,4.61,10.77,8.09,0.55,0.0,2005-01-07 14:10:00,2005,1,539.2
20050107:1510,41.3,39.17,1.01,3.22,6.97,0.69,0.0,2005-01-07 15:10:00,2005,1,81.48
20050107:1610,0.0,0.0,0.0,0.0,6.24,0.48,0.0,2005-01-07 16:10:00,2005,1,0.0
20050107:1710,0.0,0.0,0.0,0.0,5.37,0.62,0.0,2005-01-07 17:10:00,2005,1,0.0
20050107:1810,0.0,0.0,0.0,0.0,4.16,1.03,0.0,2005-01-07 18:10:00,2005,1,0.0
20050107:1910,0.0,0.0,0.0,0.0,0.11,1.38,0.0,2005-01-07 19:10:00,2005,1,0.0
20050107:2010,0.0,0.0,0.0,0.0,0.19,1.38,0.0,2005-01-07 20:10:00,2005,1,0.0
20050107:2110,0.0,0.0,0.0,0.0,0.34,1.38,0.0,2005-01-07 21:10:00,2005,1,0.0
20050107:2210,0.0,0.0,0.0,0.0,0.56,1.31,0.0,2005-01-07 22:10:00,2005,1,0.0
20050107:2310,0.0,0.0,0.0,0.0,0.33,1.38,0.0,2005-01-07 23:10:00,2005,1,0.0
20050108:0010,0.0,0.0,0.0,0.0,0.26,1.31,0.0,2005-01-08 00:10:00,2005,1,0.0
20050108:0110,0.0,0.0,0.0,0.0,-0.25,1.31,0.0,2005-01-08 01:10:00,2005,1,0.0
20050108:0210,0.0,0.0,0.0,0.0,-0.3,1.24,0.0,2005-01-08 02:10:00,2005,1,0.0
20050108:0310,0.0,0.0,0.0,0.0,-0.49,1.17,0.0,2005-01-08 03:10:00,2005,1,0.0
20050108:0410,0.0,0.0,0.0,0.0,-0.43,1.1,0.0,2005-01-08 04:10:00,2005,1,0.0
20050108:0510,0.0,0.0,0.0,0.0,-0.58,1.17,0.0,2005-01-08 05:10:00,2005,1,0.0
20050108:0610,0.0,0.0,0.0,0.0,-0.79,1.24,0.0,2005-01-08 06:10:00,2005,1,0.0
20050108:0710,0.0,0.0,0.0,0.0,-0.19,1.17,0.0,2005-01-08 07:10:00,2005,1,0.0
20050108:0810,7.52,39.78,1.11,9.82,0.52,0.97,0.0,2005-01-08 08:10:00,2005,1,48.41
20050108:0910,0.0,67.65,1.86,15.98,1.81,0.76,0.0,2005-01-08 09:10:00,2005,1,69.51
20050108:1010,0.0,43.93,1.21,20.03,3.69,0.48,0.0,2005-01-08 10:10:00,2005,1,45.14
20050108:1110,0.0,45.69,1.26,21.58,4.69,0.21,0.0,2005-01-08 11:10:00,2005,1,46.949999999999996
20050108:1210,0.0,39.54,1.09,20.46,4.78,0.41,0.0,2005-01-08 12:10:00,2005,1,40.63
20050108:1310,0.0,35.14,0.97,16.78,4.61,0.55,0.0,2005-01-08 13:10:00,2005,1,36.11
20050108:1410,0.0,25.48,0.7,10.93,4.38,0.48,0.0,2005-01-08 14:10:00,2005,1,26.18
20050108:1510,0.0,12.3,0.34,3.38,3.97,0.55,0.0,2005-01-08 15:10:00,2005,1,12.64
20050108:1610,0.0,0.0,0.0,0.0,3.62,0.28,0.0,2005-01-08 16:10:00,2005,1,0.0
20050108:1710,0.0,0.0,0.0,0.0,3.42,0.14,0.0,2005-01-08 17:10:00,2005,1,0.0
20050108:1810,0.0,0.0,0.0,0.0,3.23,0.48,0.0,2005-01-08 18:10:00,2005,1,0.0
20050108:1910,0.0,0.0,0.0,0.0,2.31,0.14,0.0,2005-01-08 19:10:00,2005,1,0.0
20050108:2010,0.0,0.0,0.0,0.0,2.3,0.34,0.0,2005-01-08 20:10:00,2005,1,0.0
20050108:2110,0.0,0.0,0.0,0.0,2.21,0.41,0.0,2005-01-08 21:10:00,2005,1,0.0
20050108:2210,0.0,0.0,0.0,0.0,1.89,0.48,0.0,2005-01-08 22:10:00,2005,1,0.0
20050108:2310,0.0,0.0,0.0,0.0,1.63,0.62,0.0,2005-01-08 23:10:00,2005,1,0.0
20050109:0010,0.0,0.0,0.0,0.0,1.14,0.69,0.0,2005-01-09 00:10:00,2005,1,0.0
20050109:0110,0.0,0.0,0.0,0.0,0.62,0.83,0.0,2005-01-09 01:10:00,2005,1,0.0
20050109:0210,0.0,0.0,0.0,0.0,0.47,1.03,0.0,2005-01-09 02:10:00,2005,1,0.0
20050109:0310,0.0,0.0,0.0,0.0,0.46,0.97,0.0,2005-01-09 03:10:00,2005,1,0.0
20050109:0410,0.0,0.0,0.0,0.0,0.04,1.24,0.0,2005-01-09 04:10:00,2005,1,0.0
20050109:0510,0.0,0.0,0.0,0.0,0.02,1.31,0.0,2005-01-09 05:10:00,2005,1,0.0
20050109:0610,0.0,0.0,0.0,0.0,0.08,1.31,0.0,2005-01-09 06:10:00,2005,1,0.0
20050109:0710,0.0,0.0,0.0,0.0,0.65,1.17,0.0,2005-01-09 07:10:00,2005,1,0.0
20050109:0810,0.0,7.91,0.22,9.9,1.22,1.03,0.0,2005-01-09 08:10:00,2005,1,8.13
20050109:0910,0.0,25.48,0.7,16.07,2.48,0.83,0.0,2005-01-09 09:10:00,2005,1,26.18
20050109:1010,0.0,45.69,1.26,20.15,3.86,0.62,0.0,2005-01-09 10:10:00,2005,1,46.949999999999996
20050109:1110,0.0,28.99,0.8,21.72,4.84,0.41,0.0,2005-01-09 11:10:00,2005,1,29.79
20050109:1210,0.0,43.93,1.21,20.61,5.29,0.28,0.0,2005-01-09 12:10:00,2005,1,45.14
20050109:1310,0.0,40.41,1.11,16.94,5.5,0.21,0.0,2005-01-09 13:10:00,2005,1,41.519999999999996
20050109:1410,70.24,108.92,2.99,11.1,5.62,0.21,0.0,2005-01-09 14:10:00,2005,1,182.15
20050109:1510,0.0,19.33,0.53,3.55,5.47,0.14,0.0,2005-01-09 15:10:00,2005,1,19.86
20050109:1610,0.0,0.0,0.0,0.0,5.21,0.48,0.0,2005-01-09 16:10:00,2005,1,0.0
20050109:1710,0.0,0.0,0.0,0.0,4.54,0.76,0.0,2005-01-09 17:10:00,2005,1,0.0
20050109:1810,0.0,0.0,0.0,0.0,3.43,0.97,0.0,2005-01-09 18:10:00,2005,1,0.0
20050109:1910,0.0,0.0,0.0,0.0,2.62,1.03,0.0,2005-01-09 19:10:00,2005,1,0.0
20050109:2010,0.0,0.0,0.0,0.0,0.82,1.38,0.0,2005-01-09 20:10:00,2005,1,0.0
20050109:2110,0.0,0.0,0.0,0.0,0.09,1.52,0.0,2005-01-09 21:10:00,2005,1,0.0
20050109:2210,0.0,0.0,0.0,0.0,-0.75,1.66,0.0,2005-01-09 22:10:00,2005,1,0.0
20050109:2310,0.0,0.0,0.0,0.0,-0.79,1.66,0.0,2005-01-09 23:10:00,2005,1,0.0
20050110:0010,0.0,0.0,0.0,0.0,-1.07,1.72,0.0,2005-01-10 00:10:00,2005,1,0.0
20050110:0110,0.0,0.0,0.0,0.0,-1.3,1.72,0.0,2005-01-10 01:10:00,2005,1,0.0
20050110:0210,0.0,0.0,0.0,0.0,-1.24,1.66,0.0,2005-01-10 02:10:00,2005,1,0.0
20050110:0310,0.0,0.0,0.0,0.0,-1.4,1.72,0.0,2005-01-10 03:10:00,2005,1,0.0
20050110:0410,0.0,0.0,0.0,0.0,-1.66,1.79,0.0,2005-01-10 04:10:00,2005,1,0.0
20050110:0510,0.0,0.0,0.0,0.0,-1.95,1.86,0.0,2005-01-10 05:10:00,2005,1,0.0
20050110:0610,0.0,0.0,0.0,0.0,-2.08,1.93,0.0,2005-01-10 06:10:00,2005,1,0.0
20050110:0710,0.0,0.0,0.0,0.0,-2.22,2.07,0.0,2005-01-10 07:10:00,2005,1,0.0
20050110:0810,140.66,67.29,2.12,9.97,-1.22,1.79,0.0,2005-01-10 08:10:00,2005,1,210.07
20050110:0910,577.05,72.4,5.87,16.17,2.49,1.31,0.0,2005-01-10 09:10:00,2005,1,655.3199999999999
20050110:1010,660.53,107.63,7.82,20.27,5.76,0.9,0.0,2005-01-10 10:10:00,2005,1,775.98
20050110:1110,730.08,115.03,8.93,21.86,7.87,0.69,0.0,2005-01-10 11:10:00,2005,1,854.04
20050110:1210,707.62,121.6,8.77,20.77,8.77,0.97,0.0,2005-01-10 12:10:00,2005,1,837.99
20050110:1310,305.96,183.18,6.06,17.11,8.84,1.1,0.0,2005-01-10 13:10:00,2005,1,495.2
20050110:1410,455.81,112.41,4.93,11.27,8.4,0.9,0.0,2005-01-10 14:10:00,2005,1,573.15
20050110:1510,163.49,64.24,1.57,3.72,7.34,0.69,0.0,2005-01-10 15:10:00,2005,1,229.3
20050110:1610,0.0,0.0,0.0,0.0,6.67,0.21,0.0,2005-01-10 16:10:00,2005,1,0.0
20050110:1710,0.0,0.0,0.0,0.0,5.68,0.28,0.0,2005-01-10 17:10:00,2005,1,0.0
20050110:1810,0.0,0.0,0.0,0.0,4.95,0.69,0.0,2005-01-10 18:10:00,2005,1,0.0
20050110:1910,0.0,0.0,0.0,0.0,2.8,1.1,0.0,2005-01-10 19:10:00,2005,1,0.0
20050110:2010,0.0,0.0,0.0,0.0,0.68,1.31,0.0,2005-01-10 20:10:00,2005,1,0.0
20050110:2110,0.0,0.0,0.0,0.0,-0.31,1.31,0.0,2005-01-10 21:10:00,2005,1,0.0
20050110:2210,0.0,0.0,0.0,0.0,-1.44,1.38,0.0,2005-01-10 22:10:00,2005,1,0.0
20050110:2310,0.0,0.0,0.0,0.0,-1.16,1.38,0.0,2005-01-10 23:10:00,2005,1,0.0
20050111:0010,0.0,0.0,0.0,0.0,-0.96,1.38,0.0,2005-01-11 00:10:00,2005,1,0.0
20050111:0110,0.0,0.0,0.0,0.0,-0.57,1.24,0.0,2005-01-11 01:10:00,2005,1,0.0
