time,Gb,Gd,Gr,H_sun,T2m,WS10m,Int,datetime,year,month,G_totale
20160613:0710,416.04,127.72,14.25,37.35,18.51,0.62,0.0,2016-06-13 07:10:00,2016,6,558.01
20160613:0810,557.84,163.31,17.51,47.54,19.83,0.48,0.0,2016-06-13 08:10:00,2016,6,738.6600000000001
20160613:0910,699.91,173.96,20.48,56.93,21.11,0.83,0.0,2016-06-13 09:10:00,2016,6,894.35
20160613:1010,172.69,416.15,14.85,64.21,22.05,1.45,0.0,2016-06-13 10:10:00,2016,6,603.6899999999999
20160613:1110,227.18,424.54,16.23,67.05,22.16,2.0,0.0,2016-06-13 11:10:00,2016,6,667.95
20160613:1210,149.84,412.99,14.46,63.88,22.24,2.0,0.0,2016-06-13 12:10:00,2016,6,577.2900000000001
20160613:1310,0.0,77.31,2.12,56.42,22.09,2.0,0.0,2016-06-13 13:10:00,2016,6,79.43
20160613:1410,0.0,56.23,1.55,46.97,21.84,2.28,0.0,2016-06-13 14:10:00,2016,6,57.779999999999994
20160613:1510,35.16,244.07,7.85,36.75,20.66,1.52,0.0,2016-06-13 15:10:00,2016,6,287.08000000000004
20160613:1610,103.43,119.31,8.89,26.38,20.28,0.07,0.0,2016-06-13 16:10:00,2016,6,231.63
20160613:1710,0.0,81.22,2.41,16.22,20.23,0.07,0.0,2016-06-13 17:10:00,2016,6,83.63
20160613:1810,0.0,23.55,0.7,6.59,19.65,0.48,0.0,2016-06-13 18:10:00,2016,6,24.25
20160613:1910,0.0,0.0,0.0,0.0,17.98,1.03,0.0,2016-06-13 19:10:00,2016,6,0.0
20160613:2010,0.0,0.0,0.0,0.0,17.51,0.83,0.0,2016-06-13 20:10:00,2016,6,0.0
20160613:2110,0.0,0.0,0.0,0.0,16.39,1.1,0.0,2016-06-13 21:10:00,2016,6,0.0
20160613:2210,0.0,0.0,0.0,0.0,15.65,1.03,0.0,2016-06-13 22:10:00,2016,6,0.0
20160613:2310,0.0,0.0,0.0,0.0,14.98,1.38,0.0,2016-06-13 23:10:00,2016,6,0.0
20160614:0010,0.0,0.0,0.0,0.0,14.77,1.31,0.0,2016-06-14 00:10:00,2016,6,0.0
20160614:0110,0.0,0.0,0.0,0.0,13.98,1.38,0.0,2016-06-14 01:10:00,2016,6,0.0
20160614:0210,0.0,0.0,0.0,0.0,13.59,1.72,0.0,2016-06-14 02:10:00,2016,6,0.0
20160614:0310,0.0,0.0,0.0,0.0,13.61,1.59,0.0,2016-06-14 03:10:00,2016,6,0.0
20160614:0410,0.0,34.11,1.01,7.14,13.37,1.38,0.0,2016-06-14 04:10:00,2016,6,35.12
20160614:0510,19.23,101.37,4.25,16.8,14.2,1.45,0.0,2016-06-14 05:10:00,2016,6,124.85000000000001
20160614:0610,3.71,142.4,4.03,26.98,16.07,1.17,0.0,2016-06-14 06:10:00,2016,6,150.14000000000001
20160614:0710,0.0,145.84,4.01,37.35,17.93,0.55,0.0,2016-06-14 07:10:00,2016,6,149.85
20160614:0810,24.7,284.47,8.35,47.55,18.67,0.83,0.0,2016-06-14 08:10:00,2016,6,317.52000000000004
20160614:0910,20.54,314.94,9.08,56.94,19.36,0.97,0.0,2016-06-14 09:10:00,2016,6,344.56
20160614:1010,0.0,216.13,5.94,64.24,19.85,1.45,0.0,2016-06-14 10:10:00,2016,6,222.07
20160614:1110,0.0,155.51,4.27,67.1,19.97,2.0,0.0,2016-06-14 11:10:00,2016,6,159.78
20160614:1210,148.75,410.09,14.37,63.95,19.38,1.72,0.0,2016-06-14 12:10:00,2016,6,573.2099999999999
20160614:1310,303.71,341.14,16.35,56.49,20.1,1.38,0.0,2016-06-14 13:10:00,2016,6,661.1999999999999
20160614:1410,87.19,319.39,11.01,47.04,19.44,1.17,0.0,2016-06-14 14:10:00,2016,6,417.59
20160614:1510,119.39,239.11,10.46,36.82,19.39,0.69,0.0,2016-06-14 15:10:00,2016,6,368.96
20160614:1610,0.0,55.35,1.52,26.45,18.4,0.14,0.0,2016-06-14 16:10:00,2016,6,56.870000000000005
20160614:1710,0.0,69.03,2.05,16.29,18.28,0.62,0.0,2016-06-14 17:10:00,2016,6,71.08
20160614:1810,0.0,34.11,1.01,6.66,17.91,0.9,0.0,2016-06-14 18:10:00,2016,6,35.12
20160614:1910,0.0,0.0,0.0,0.0,16.32,0.69,0.0,2016-06-14 19:10:00,2016,6,0.0
20160614:2010,0.0,0.0,0.0,0.0,15.36,1.1,0.0,2016-06-14 20:10:00,2016,6,0.0
20160614:2110,0.0,0.0,0.0,0.0,15.03,1.03,0.0,2016-06-14 21:10:00,2016,6,0.0
20160614:2210,0.0,0.0,0.0,0.0,14.94,1.17,0.0,2016-06-14 22:10:00,2016,6,0.0
20160614:2310,0.0,0.0,0.0,0.0,14.68,1.1,0.0,2016-06-14 23:10:00,2016,6,0.0
20160615:0010,0.0,0.0,0.0,0.0,14.9,1.1,0.0,2016-06-15 00:10:00,2016,6,0.0
20160615:0110,0.0,0.0,0.0,0.0,15.04,1.24,0.0,2016-06-15 01:10:00,2016,6,0.0
20160615:0210,0.0,0.0,0.0,0.0,14.82,1.31,0.0,2016-06-15 02:10:00,2016,6,0.0
20160615:0310,0.0,0.0,0.0,0.0,14.65,1.31,0.0,2016-06-15 03:10:00,2016,6,0.0
20160615:0410,0.0,31.67,0.94,7.14,14.49,0.97,0.0,2016-06-15 04:10:00,2016,6,32.61
20160615:0510,9.9,104.18,3.62,16.8,15.27,0.48,0.0,2016-06-15 05:10:00,2016,6,117.70000000000002
20160615:0610,180.74,126.73,9.34,26.97,15.91,0.41,0.0,2016-06-15 06:10:00,2016,6,316.81
20160615:0710,402.22,133.24,14.05,37.35,17.51,0.21,0.0,2016-06-15 07:10:00,2016,6,549.51
20160615:0810,554.77,164.11,17.48,47.54,18.95,0.34,0.0,2016-06-15 08:10:00,2016,6,736.36
20160615:0910,338.63,349.46,16.64,56.94,19.98,1.03,0.0,2016-06-15 09:10:00,2016,6,704.7299999999999
20160615:1010,406.22,368.81,18.47,64.26,20.75,1.52,0.0,2016-06-15 10:10:00,2016,6,793.5
20160615:1110,284.68,414.8,17.17,67.15,20.97,2.14,0.0,2016-06-15 11:10:00,2016,6,716.65
20160615:1210,47.22,375.11,11.3,64.01,21.02,2.62,0.0,2016-06-15 12:10:00,2016,6,433.63000000000005
20160615:1310,31.5,335.09,9.92,56.56,20.36,2.48,0.0,2016-06-15 13:10:00,2016,6,376.51
20160615:1410,205.72,302.67,13.64,47.1,21.0,2.28,0.0,2016-06-15 14:10:00,2016,6,522.03
20160615:1510,0.73,163.42,4.52,36.89,19.76,2.55,0.0,2016-06-15 15:10:00,2016,6,168.67
20160615:1610,0.0,108.94,2.99,26.52,19.58,2.34,0.0,2016-06-15 16:10:00,2016,6,111.92999999999999
20160615:1710,0.0,40.61,1.21,16.36,18.92,2.07,0.0,2016-06-15 17:10:00,2016,6,41.82
20160615:1810,0.0,30.05,0.89,6.73,18.35,1.1,0.0,2016-06-15 18:10:00,2016,6,30.94
20160615:1910,0.0,0.0,0.0,0.0,17.94,1.31,0.0,2016-06-15 19:10:00,2016,6,0.0
20160615:2010,0.0,0.0,0.0,0.0,16.98,1.59,0.0,2016-06-15 20:10:00,2016,6,0.0
20160615:2110,0.0,0.0,0.0,0.0,16.43,1.66,0.0,2016-06-15 21:10:00,2016,6,0.0
20160615:2210,0.0,0.0,0.0,0.0,16.0,1.52,0.0,2016-06-15 22:10:00,2016,6,0.0
20160615:2310,0.0,0.0,0.0,0.0,15.93,1.72,0.0,2016-06-15 23:10:00,2016,6,0.0
20160616:0010,0.0,0.0,0.0,0.0,16.35,1.52,0.0,2016-06-16 00:10:00,2016,6,0.0
20160616:0110,0.0,0.0,0.0,0.0,16.31,1.38,0.0,2016-06-16 01:10:00,2016,6,0.0
20160616:0210,0.0,0.0,0.0,0.0,15.94,1.17,0.0,2016-06-16 02:10:00,2016,6,0.0
20160616:0310,0.0,0.0,0.0,0.0,15.61,1.17,0.0,2016-06-16 03:10:00,2016,6,0.0
20160616:0410,0.0,8.93,0.27,7.14,15.65,1.38,0.0,2016-06-16 04:10:00,2016,6,9.2
20160616:0510,0.0,17.57,0.48,16.79,16.31,1.38,0.0,2016-06-16 05:10:00,2016,6,18.05
20160616:0610,0.0,48.32,1.33,26.96,17.2,1.52,0.0,2016-06-16 06:10:00,2016,6,49.65
20160616:0710,0.0,120.36,3.31,37.34,18.49,0.9,0.0,2016-06-16 07:10:00,2016,6,123.67
20160616:0810,0.0,129.15,3.55,47.54,19.38,1.03,0.0,2016-06-16 08:10:00,2016,6,132.70000000000002
20160616:0910,0.0,74.68,2.05,56.94,20.79,1.17,0.0,2016-06-16 09:10:00,2016,6,76.73
20160616:1010,0.0,137.94,3.79,64.28,21.49,1.66,0.0,2016-06-16 10:10:00,2016,6,141.73
20160616:1110,0.0,73.8,2.03,67.19,21.76,1.86,0.0,2016-06-16 11:10:00,2016,6,75.83
20160616:1210,0.0,214.37,5.89,64.07,22.49,3.1,0.0,2016-06-16 12:10:00,2016,6,220.26
20160616:1310,0.0,65.01,1.79,56.62,22.45,3.03,0.0,2016-06-16 13:10:00,2016,6,66.80000000000001
20160616:1410,6.1,241.09,6.79,47.17,22.36,2.76,0.0,2016-06-16 14:10:00,2016,6,253.98
20160616:1510,0.0,145.84,4.01,36.95,21.98,2.48,0.0,2016-06-16 15:10:00,2016,6,149.85
20160616:1610,0.0,81.71,2.25,26.58,21.65,1.59,0.0,2016-06-16 16:10:00,2016,6,83.96
20160616:1710,0.0,66.6,1.98,16.42,21.04,0.48,0.0,2016-06-16 17:10:00,2016,6,68.58
20160616:1810,0.0,34.92,1.04,6.79,20.31,0.83,0.0,2016-06-16 18:10:00,2016,6,35.96
20160616:1910,0.0,0.0,0.0,0.0,18.95,1.03,0.0,2016-06-16 19:10:00,2016,6,0.0
20160616:2010,0.0,0.0,0.0,0.0,18.69,0.41,0.0,2016-06-16 20:10:00,2016,6,0.0
20160616:2110,0.0,0.0,0.0,0.0,18.57,1.1,0.0,2016-06-16 21:10:00,2016,6,0.0
20160616:2210,0.0,0.0,0.0,0.0,18.43,0.55,0.0,2016-06-16 22:10:00,2016,6,0.0
20160616:2310,0.0,0.0,0.0,0.0,18.2,0.83,0.0,2016-06-16 23:10:00,2016,6,0.0
20160617:0010,0.0,0.0,0.0,0.0,18.14,1.24,0.0,2016-06-17 00:10:00,2016,6,0.0
20160617:0110,0.0,0.0,0.0,0.0,18.0,1.93,0.0,2016-06-17 01:10:00,2016,6,0.0
20160617:0210,0.0,0.0,0.0,0.0,17.55,2.07,0.0,2016-06-17 02:10:00,2016,6,0.0
20160617:0310,0.0,0.0,0.0,0.0,17.24,1.1,0.0,2016-06-17 03:10:00,2016,6,0.0
20160617:0410,0.0,34.92,1.04,7.13,17.05,1.31,0.0,2016-06-17 04:10:00,2016,6,35.96
20160617:0510,46.68,70.54,5.51,16.78,17.05,1.66,0.0,2016-06-17 05:10:00,2016,6,122.73
20160617:0610,211.01,106.54,9.83,26.95,18.07,1.72,0.0,2016-06-17 06:10:00,2016,6,327.38
20160617:0710,389.57,139.74,13.91,37.32,18.16,2.83,0.0,2016-06-17 07:10:00,2016,6,543.2199999999999
20160617:0810,361.72,269.34,15.5,47.53,19.06,2.97,0.0,2016-06-17 08:10:00,2016,6,646.56
20160617:0910,411.01,324.88,17.6,56.94,19.6,3.03,0.0,2016-06-17 09:10:00,2016,6,753.49
20160617:1010,677.76,241.76,21.39,64.29,20.45,3.17,0.0,2016-06-17 10:10:00,2016,6,940.91
20160617:1110,595.69,298.7,21.03,67.22,21.22,3.24,0.0,2016-06-17 11:10:00,2016,6,915.4200000000001
20160617:1210,121.47,411.45,13.84,64.12,21.27,3.03,0.0,2016-06-17 12:10:00,2016,6,546.76
20160617:1310,34.35,338.9,10.09,56.67,21.86,2.97,0.0,2016-06-17 13:10:00,2016,6,383.34
20160617:1410,368.61,228.81,16.08,47.22,21.88,2.97,0.0,2016-06-17 14:10:00,2016,6,613.5000000000001
20160617:1510,180.99,214.42,11.81,37.01,21.42,2.48,0.0,2016-06-17 15:10:00,2016,6,407.21999999999997
20160617:1610,18.71,173.81,5.8,26.64,21.29,2.21,0.0,2016-06-17 16:10:00,2016,6,198.32000000000002
20160617:1710,0.0,41.42,1.23,16.48,20.12,1.24,0.0,2016-06-17 17:10:00,2016,6,42.65
20160617:1810,0.0,34.11,1.01,6.85,19.82,0.97,0.0,2016-06-17 18:10:00,2016,6,35.12
20160617:1910,0.0,0.0,0.0,0.0,18.83,1.03,0.0,2016-06-17 19:10:00,2016,6,0.0
20160617:2010,0.0,0.0,0.0,0.0,17.17,1.31,0.0,2016-06-17 20:10:00,2016,6,0.0
20160617:2110,0.0,0.0,0.0,0.0,15.61,1.59,0.0,2016-06-17 21:10:00,2016,6,0.0
20160617:2210,0.0,0.0,0.0,0.0,14.41,1.66,0.0,2016-06-17 22:10:00,2016,6,0.0
20160617:2310,0.0,0.0,0.0,0.0,13.7,1.59,0.0,2016-06-17 23:10:00,2016,6,0.0
20160618:0010,0.0,0.0,0.0,0.0,12.92,1.59,0.0,2016-06-18 00:10:00,2016,6,0.0
20160618:0110,0.0,0.0,0.0,0.0,12.45,1.72,0.0,2016-06-18 01:10:00,2016,6,0.0
20160618:0210,0.0,0.0,0.0,0.0,12.05,1.72,0.0,2016-06-18 02:10:00,2016,6,0.0
20160618:0310,0.0,0.0,0.0,0.0,11.67,1.79,0.0,2016-06-18 03:10:00,2016,6,0.0
20160618:0410,0.0,36.55,1.09,7.11,11.55,1.79,0.0,2016-06-18 04:10:00,2016,6,37.64
20160618:0510,29.75,91.86,4.85,16.76,13.57,1.38,0.0,2016-06-18 05:10:00,2016,6,126.46
20160618:0610,213.58,106.39,9.92,26.93,17.22,1.17,0.0,2016-06-18 06:10:00,2016,6,329.89000000000004
20160618:0710,386.49,143.5,13.93,37.3,19.32,0.97,0.0,2016-06-18 07:10:00,2016,6,543.92
20160618:0810,572.28,158.16,17.8,47.51,20.47,0.69,0.0,2016-06-18 08:10:00,2016,6,748.2399999999999
20160618:0910,699.73,175.75,20.57,56.93,21.33,0.9,0.0,2016-06-18 09:10:00,2016,6,896.0500000000001
20160618:1010,792.69,177.63,22.53,64.29,22.1,1.31,0.0,2016-06-18 10:10:00,2016,6,992.85
20160618:1110,800.57,185.14,23.04,67.25,21.88,1.31,0.0,2016-06-18 11:10:00,2016,6,1008.75
20160618:1210,764.81,174.98,22.5,64.16,22.43,1.38,0.0,2016-06-18 12:10:00,2016,6,962.29
20160618:1310,602.95,197.74,20.07,56.72,22.5,1.59,0.0,2016-06-18 13:10:00,2016,6,820.7600000000001
20160618:1410,72.33,320.94,10.67,47.27,22.73,1.59,0.0,2016-06-18 14:10:00,2016,6,403.94
20160618:1510,356.25,101.66,14.58,37.06,22.53,1.52,0.0,2016-06-18 15:10:00,2016,6,472.48999999999995
20160618:1610,131.23,96.99,9.66,26.69,21.94,1.38,0.0,2016-06-18 16:10:00,2016,6,237.87999999999997
20160618:1710,0.0,96.65,2.87,16.53,21.52,1.17,0.0,2016-06-18 17:10:00,2016,6,99.52000000000001
20160618:1810,0.0,35.74,1.06,6.9,20.59,0.62,0.0,2016-06-18 18:10:00,2016,6,36.800000000000004
20160618:1910,0.0,0.0,0.0,0.0,20.01,0.55,0.0,2016-06-18 19:10:00,2016,6,0.0
20160618:2010,0.0,0.0,0.0,0.0,19.16,0.34,0.0,2016-06-18 20:10:00,2016,6,0.0
20160618:2110,0.0,0.0,0.0,0.0,17.76,1.03,0.0,2016-06-18 21:10:00,2016,6,0.0
20160618:2210,0.0,0.0,0.0,0.0,14.88,1.52,0.0,2016-06-18 22:10:00,2016,6,0.0
20160618:2310,0.0,0.0,0.0,0.0,13.4,1.79,0.0,2016-06-18 23:10:00,2016,6,0.0
20160619:0010,0.0,0.0,0.0,0.0,12.98,1.79,0.0,2016-06-19 00:10:00,2016,6,0.0
20160619:0110,0.0,0.0,0.0,0.0,12.72,1.86,0.0,2016-06-19 01:10:00,2016,6,0.0
20160619:0210,0.0,0.0,0.0,0.0,12.71,2.0,0.0,2016-06-19 02:10:00,2016,6,0.0
20160619:0310,0.0,0.0,0.0,0.0,12.8,1.93,0.0,2016-06-19 03:10:00,2016,6,0.0
20160619:0410,0.0,11.37,0.34,7.1,13.06,1.93,0.0,2016-06-19 04:10:00,2016,6,11.709999999999999
20160619:0510,0.69,81.54,2.29,16.74,14.31,1.79,0.0,2016-06-19 05:10:00,2016,6,84.52000000000001
20160619:0610,0.0,72.92,2.0,26.91,16.74,1.66,0.0,2016-06-19 06:10:00,2016,6,74.92
20160619:0710,0.9,168.74,4.66,37.28,19.02,1.45,0.0,2016-06-19 07:10:00,2016,6,174.3
20160619:0810,274.68,303.77,14.39,47.49,20.49,1.59,0.0,2016-06-19 08:10:00,2016,6,592.84
20160619:0910,293.93,364.49,16.08,56.91,22.18,1.59,0.0,2016-06-19 09:10:00,2016,6,674.5000000000001
20160619:1010,288.37,404.85,16.93,64.29,22.02,2.0,0.0,2016-06-19 10:10:00,2016,6,710.15
20160619:1110,0.0,188.89,5.19,67.27,22.3,2.0,0.0,2016-06-19 11:10:00,2016,6,194.07999999999998
20160619:1210,0.0,119.49,3.28,64.2,20.38,1.03,0.0,2016-06-19 12:10:00,2016,6,122.77
20160619:1310,0.0,156.39,4.3,56.77,20.86,0.97,0.0,2016-06-19 13:10:00,2016,6,160.69
20160619:1410,0.0,57.11,1.57,47.32,20.92,1.38,0.0,2016-06-19 14:10:00,2016,6,58.68
20160619:1510,0.0,44.81,1.23,37.11,21.71,1.59,0.0,2016-06-19 15:10:00,2016,6,46.04
20160619:1610,0.0,43.93,1.21,26.74,22.04,1.59,0.0,2016-06-19 16:10:00,2016,6,45.14
20160619:1710,0.0,16.24,0.48,16.58,21.73,1.03,0.0,2016-06-19 17:10:00,2016,6,16.72
20160619:1810,0.0,17.06,0.51,6.94,20.5,0.9,0.0,2016-06-19 18:10:00,2016,6,17.57
20160619:1910,0.0,0.0,0.0,0.0,18.87,1.31,0.0,2016-06-19 19:10:00,2016,6,0.0
20160619:2010,0.0,0.0,0.0,0.0,18.18,0.0,0.0,2016-06-19 20:10:00,2016,6,0.0
20160619:2110,0.0,0.0,0.0,0.0,16.76,0.0,0.0,2016-06-19 21:10:00,2016,6,0.0
20160619:2210,0.0,0.0,0.0,0.0,15.57,1.93,0.0,2016-06-19 22:10:00,2016,6,0.0
20160619:2310,0.0,0.0,0.0,0.0,14.87,2.07,0.0,2016-06-19 23:10:00,2016,6,0.0
20160620:0010,0.0,0.0,0.0,0.0,14.79,2.07,0.0,2016-06-20 00:10:00,2016,6,0.0
20160620:0110,0.0,0.0,0.0,0.0,14.59,2.07,0.0,2016-06-20 01:10:00,2016,6,0.0
20160620:0210,0.0,0.0,0.0,0.0,14.93,2.0,0.0,2016-06-20 02:10:00,2016,6,0.0
20160620:0310,0.0,0.0,0.0,0.0,14.89,1.93,0.0,2016-06-20 03:10:00,2016,6,0.0
20160620:0410,0.0,33.3,0.99,7.07,14.87,1.93,0.0,2016-06-20 04:10:00,2016,6,34.29
20160620:0510,0.0,20.21,0.56,16.72,15.22,1.86,0.0,2016-06-20 05:10:00,2016,6,20.77
20160620:0610,5.87,151.22,4.35,26.88,16.36,1.52,0.0,2016-06-20 06:10:00,2016,6,161.44
20160620:0710,166.81,247.0,10.91,37.25,18.0,1.17,0.0,2016-06-20 07:10:00,2016,6,424.72
20160620:0810,0.0,181.86,5.0,47.46,19.22,0.76,0.0,2016-06-20 08:10:00,2016,6,186.86
20160620:0910,28.67,329.09,9.63,56.89,20.64,0.34,0.0,2016-06-20 09:10:00,2016,6,367.39
20160620:1010,11.41,319.2,9.01,64.28,22.03,0.48,0.0,2016-06-20 10:10:00,2016,6,339.62
20160620:1110,300.77,410.67,17.41,67.28,23.29,1.1,0.0,2016-06-20 11:10:00,2016,6,728.85
20160620:1210,134.47,411.12,14.1,64.23,23.03,1.72,0.0,2016-06-20 12:10:00,2016,6,559.69
20160620:1310,152.65,377.46,13.81,56.81,21.97,1.72,0.0,2016-06-20 13:10:00,2016,6,543.92
20160620:1410,128.15,321.41,12.12,47.37,21.15,1.59,0.0,2016-06-20 14:10:00,2016,6,461.68000000000006
20160620:1510,35.23,245.85,7.9,37.15,21.48,1.31,0.0,2016-06-20 15:10:00,2016,6,288.97999999999996
20160620:1610,15.93,172.55,5.6,26.78,21.68,0.83,0.0,2016-06-20 16:10:00,2016,6,194.08
20160620:1710,0.0,98.27,2.92,16.62,21.46,0.76,0.0,2016-06-20 17:10:00,2016,6,101.19
20160620:1810,0.0,25.18,0.75,6.99,20.76,0.48,0.0,2016-06-20 18:10:00,2016,6,25.93
20160620:1910,0.0,0.0,0.0,0.0,20.07,0.48,0.0,2016-06-20 19:10:00,2016,6,0.0
20160620:2010,0.0,0.0,0.0,0.0,19.31,0.69,0.0,2016-06-20 20:10:00,2016,6,0.0
20160620:2110,0.0,0.0,0.0,0.0,19.08,0.41,0.0,2016-06-20 21:10:00,2016,6,0.0
20160620:2210,0.0,0.0,0.0,0.0,18.78,0.0,0.0,2016-06-20 22:10:00,2016,6,0.0
20160620:2310,0.0,0.0,0.0,0.0,18.4,0.0,0.0,2016-06-20 23:10:00,2016,6,0.0
20160621:0010,0.0,0.0,0.0,0.0,17.27,1.03,0.0,2016-06-21 00:10:00,2016,6,0.0
20160621:0110,0.0,0.0,0.0,0.0,15.73,1.31,0.0,2016-06-21 01:10:00,2016,6,0.0
20160621:0210,0.0,0.0,0.0,0.0,15.02,1.45,0.0,2016-06-21 02:10:00,2016,6,0.0
20160621:0310,0.0,0.0,0.0,0.0,14.61,1.38,0.0,2016-06-21 03:10:00,2016,6,0.0
20160621:0410,0.0,21.93,0.65,7.04,14.33,1.52,0.0,2016-06-21 04:10:00,2016,6,22.58
20160621:0510,11.18,102.6,3.72,16.68,15.77,0.97,0.0,2016-06-21 05:10:00,2016,6,117.5
20160621:0610,44.73,181.86,6.45,26.84,18.95,0.41,0.0,2016-06-21 06:10:00,2016,6,233.04
20160621:0710,358.68,153.59,13.47,37.22,20.31,0.21,0.0,2016-06-21 07:10:00,2016,6,525.74
20160621:0810,517.5,181.27,17.05,47.43,21.46,0.48,0.0,2016-06-21 08:10:00,2016,6,715.8199999999999
20160621:0910,521.07,267.49,18.66,56.86,22.43,0.83,0.0,2016-06-21 09:10:00,2016,6,807.22
20160621:1010,403.41,366.46,18.38,64.27,23.21,1.31,0.0,2016-06-21 10:10:00,2016,6,788.25
20160621:1110,485.14,345.55,19.73,67.28,23.46,1.38,0.0,2016-06-21 11:10:00,2016,6,850.4200000000001
20160621:1210,658.37,229.33,21.27,64.25,23.62,1.38,0.0,2016-06-21 12:10:00,2016,6,908.97
20160621:1310,107.83,373.01,12.68,56.84,23.81,1.1,0.0,2016-06-21 13:10:00,2016,6,493.52
20160621:1410,356.67,233.3,15.86,47.41,24.09,0.97,0.0,2016-06-21 14:10:00,2016,6,605.83
20160621:1510,241.64,175.79,12.75,37.19,24.1,0.97,0.0,2016-06-21 15:10:00,2016,6,430.17999999999995
20160621:1610,28.56,176.76,6.4,26.82,23.91,0.97,0.0,2016-06-21 16:10:00,2016,6,211.72
20160621:1710,0.0,87.71,2.61,16.66,23.51,0.69,0.0,2016-06-21 17:10:00,2016,6,90.32
20160621:1810,0.0,36.55,1.09,7.02,22.61,0.48,0.0,2016-06-21 18:10:00,2016,6,37.64
20160621:1910,0.0,0.0,0.0,0.0,20.96,0.9,0.0,2016-06-21 19:10:00,2016,6,0.0
20160621:2010,0.0,0.0,0.0,0.0,20.33,0.97,0.0,2016-06-21 20:10:00,2016,6,0.0
20160621:2110,0.0,0.0,0.0,0.0,18.7,1.31,0.0,2016-06-21 21:10:00,2016,6,0.0
20160621:2210,0.0,0.0,0.0,0.0,17.3,1.66,0.0,2016-06-21 22:10:00,2016,6,0.0
20160621:2310,0.0,0.0,0.0,0.0,16.39,1.79,0.0,2016-06-21 23:10:00,2016,6,0.0
20160622:0010,0.0,0.0,0.0,0.0,15.66,1.93,0.0,2016-06-22 00:10:00,2016,6,0.0
20160622:0110,0.0,0.0,0.0,0.0,15.25,1.93,0.0,2016-06-22 01:10:00,2016,6,0.0
20160622:0210,0.0,0.0,0.0,0.0,15.25,2.0,0.0,2016-06-22 02:10:00,2016,6,0.0
20160622:0310,0.0,0.0,0.0,0.0,15.32,2.0,0.0,2016-06-22 03:10:00,2016,6,0.0
20160622:0410,0.0,8.12,0.24,7.01,15.64,2.0,0.0,2016-06-22 04:10:00,2016,6,8.36
20160622:0510,3.7,93.78,2.87,16.65,17.36,1.66,0.0,2016-06-22 05:10:00,2016,6,100.35000000000001
20160622:0610,34.43,177.25,5.99,26.81,20.83,1.45,0.0,2016-06-22 06:10:00,2016,6,217.67000000000002
20160622:0710,54.05,249.52,8.19,37.18,23.71,0.62,0.0,2016-06-22 07:10:00,2016,6,311.76
20160622:0810,452.48,212.37,16.25,47.39,25.23,0.48,0.0,2016-06-22 08:10:00,2016,6,681.1
20160622:0910,667.42,178.19,19.9,56.83,26.12,0.55,0.0,2016-06-22 09:10:00,2016,6,865.5099999999999
20160622:1010,768.46,175.1,21.92,64.24,26.86,0.62,0.0,2016-06-22 10:10:00,2016,6,965.48
20160622:1110,821.0,159.23,22.91,67.28,27.6,0.97,0.0,2016-06-22 11:10:00,2016,6,1003.14
20160622:1210,753.83,167.65,22.07,64.27,27.84,1.17,0.0,2016-06-22 12:10:00,2016,6,943.5500000000001
20160622:1310,639.5,163.38,20.14,56.87,28.17,1.17,0.0,2016-06-22 13:10:00,2016,6,823.02
20160622:1410,495.55,143.0,17.36,47.44,28.06,1.31,0.0,2016-06-22 14:10:00,2016,6,655.91
20160622:1510,302.87,128.71,13.5,37.23,27.66,1.52,0.0,2016-06-22 15:10:00,2016,6,445.08000000000004
20160622:1610,125.19,99.92,9.34,26.86,27.16,1.38,0.0,2016-06-22 16:10:00,2016,6,234.45000000000002
20160622:1710,0.0,78.78,2.34,16.7,26.64,0.9,0.0,2016-06-22 17:10:00,2016,6,81.12
20160622:1810,0.0,36.55,1.09,7.05,25.93,0.21,0.0,2016-06-22 18:10:00,2016,6,37.64
20160622:1910,0.0,0.0,0.0,0.0,25.03,0.48,0.0,2016-06-22 19:10:00,2016,6,0.0
20160622:2010,0.0,0.0,0.0,0.0,22.73,1.24,0.0,2016-06-22 20:10:00,2016,6,0.0
20160622:2110,0.0,0.0,0.0,0.0,21.07,1.59,0.0,2016-06-22 21:10:00,2016,6,0.0
20160622:2210,0.0,0.0,0.0,0.0,20.03,1.72,0.0,2016-06-22 22:10:00,2016,6,0.0
20160622:2310,0.0,0.0,0.0,0.0,18.72,1.86,0.0,2016-06-22 23:10:00,2016,6,0.0
20160623:0010,0.0,0.0,0.0,0.0,17.89,1.93,0.0,2016-06-23 00:10:00,2016,6,0.0
20160623:0110,0.0,0.0,0.0,0.0,17.44,2.0,0.0,2016-06-23 01:10:00,2016,6,0.0
20160623:0210,0.0,0.0,0.0,0.0,17.15,2.07,0.0,2016-06-23 02:10:00,2016,6,0.0
20160623:0310,0.0,0.0,0.0,0.0,17.27,2.14,0.0,2016-06-23 03:10:00,2016,6,0.0
20160623:0410,0.0,35.74,1.06,6.97,17.42,2.21,0.0,2016-06-23 04:10:00,2016,6,36.800000000000004
20160623:0510,44.82,66.95,5.41,16.61,18.91,2.0,0.0,2016-06-23 05:10:00,2016,6,117.18
20160623:0610,199.05,108.15,9.54,26.76,21.89,1.66,0.0,2016-06-23 06:10:00,2016,6,316.74000000000007
20160623:0710,376.44,140.34,13.62,37.14,25.83,1.24,0.0,2016-06-23 07:10:00,2016,6,530.4
